Bottle,datetime,Site,ID,EC_uScm,pH,Turbidity_ntu,filter_mL,filter_g,60C_g,510C_g,Notes,Entered By,QA/QC,DOC_ppm,DOC_rep2,TN_ppm,TN_rep2,NO3_ppm,NO3_rep2,NH4_ppm,NH4_rep2,TP_ppm,TP_rep2,PO4_PPM,PO4_rep2,datetime_DLS,Yr
12,2018-06-20T04:15:00Z,SD,CMP 548,6.753,7.95,105,290,0.125,0.1547,0.1499,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T04:15:00Z,2018
13,2018-06-20T05:15:00Z,SD,CMP 549,6.933,7.75,86.2,435,0.1264,0.163,0.157,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T05:15:00Z,2018
14,2018-06-20T06:15:00Z,SD,CMP 550,5.863,7.86,70.1,480,0.1277,0.1615,0.1558,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T06:15:00Z,2018
15,2018-06-19T07:15:00Z,SD,CMP 551,5.693,7.9,156,400,0.1254,0.1783,0.1704,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T07:15:00Z,2018
16,2018-06-19T08:15:00Z,SD,CMP 552,5.318,7.9,169,500,0.127,0.197,0.1868,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T08:15:00Z,2018
17,2018-06-19T09:15:00Z,SD,CMP 553,5.228,7.88,142,430,0.1245,0.1773,0.1688,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T09:15:00Z,2018
18,2018-06-19T10:15:00Z,SD,CMP 554,5.235,8.04,149,370,0.1246,0.1569,0.152,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T10:15:00Z,2018
19,2018-06-19T11:15:00Z,SD,CMP 555,5.24,7.9,87.1,380,0.1261,0.1586,0.1532,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T11:15:00Z,2018
20,2018-06-19T12:15:00Z,SD,CMP 556,5.357,7.9,81.6,490,0.1268,0.1532,0.1585,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T12:15:00Z,2018
21,2018-06-19T13:15:00Z,SD,CMP 557,5.729,7.91,108,545,0.1275,0.1526,0.1659,510C measurement seems off (LF),LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T13:15:00Z,2018
22,2018-06-19T14:15:00Z,SD,CMP 558,6.149,7.83,116,530,0.1288,0.1623,0.1655,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T14:15:00Z,2018
23,2018-06-19T15:15:00Z,SD,CMP 559,6.613,7.88,148,355,0.1287,0.2132,0.1681,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T15:15:00Z,2018
24,2018-06-19T16:15:00Z,SD,CMP 560,6.847,7.77,330,380,0.124,0.1766,0.1979,510C measurement seems off (LF),LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T16:15:00Z,2018
1,2018-06-19T19:00:00Z,HL,CMP 561,4.523,8.1,86.1,450,0.1255,0.1725,0.1557,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T19:00:00Z,2018
2,2018-06-19T20:00:00Z,HL,CMP 562,4.506,8.04,68.6,724,0.1253,0.1817,0.1446,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T20:00:00Z,2018
3,2018-06-19T21:00:00Z,HL,CMP 563,4.54,8.12,54.2,540,0.1248,0.1654,0.147,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T21:00:00Z,2018
4,2018-06-19T22:00:00Z,HL,CMP 564,4.566,8.18,52.6,420,0.1435,0.1481,0.1423,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T22:00:00Z,2018
5,2018-06-19T23:00:00Z,HL,CMP 565,4.561,8.06,48.9,610,0.1253,0.1549,0.1484,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T23:00:00Z,2018
6,2018-06-20T00:00:00Z,HL,CMP 566,4.544,8.06,94.1,525,0.1235,0.1637,0.1546,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T00:00:00Z,2018
7,2018-06-20T01:00:00Z,HL,CMP 567,4.496,8.07,125,765,0.1254,0.1772,0.16,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T01:00:00Z,2018
8,2018-06-20T02:00:00Z,HL,CMP 568,4.734,8.02,130,545,0.1283,0.1851,0.1755,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T02:00:00Z,2018
9,2018-06-20T03:00:00Z,HL,CMP 569,4.863,8.07,131,530,0.1236,0.1825,0.1732,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T03:00:00Z,2018
10,2018-06-20T04:00:00Z,HL,CMP 570,5.055,8.2,117,500,0.1242,0.1788,0.1702,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T04:00:00Z,2018
11,2018-06-20T05:00:00Z,HL,CMP 571,5.095,8.03,98.1,560,0.1261,0.1759,0.1671,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T05:00:00Z,2018
12,2018-06-20T06:00:00Z,HL,CMP 572,5.042,8.21,66.5,470,0.1235,0.1566,0.1504,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T06:00:00Z,2018
13,2018-06-19T07:00:00Z,HL,CMP 573,4.882,8.07,72.3,540,0.1273,0.1668,0.1588,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T07:00:00Z,2018
14,2018-06-19T08:00:00Z,HL,CMP 574,4.71,8.06,78.3,458,0.1254,0.159,0.1533,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T08:00:00Z,2018
15,2018-06-19T09:00:00Z,HL,CMP 575,4.58,8.03,78,540,0.1246,0.1663,0.1586,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T09:00:00Z,2018
16,2018-06-19T10:00:00Z,HL,CMP 576,4.538,8.01,70,620,0.1242,0.1653,0.158,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T10:00:00Z,2018
17,2018-06-19T11:00:00Z,HL,CMP 577,4.509,8.14,57.5,450,0.1259,0.1517,0.1462,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T11:00:00Z,2018
18,2018-06-19T12:00:00Z,HL,CMP 578,4.581,7.99,73.5,545,0.1271,0.1682,0.1609,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T12:00:00Z,2018
19,2018-06-19T13:00:00Z,HL,CMP 579,4.649,8.01,84.7,525,0.1275,0.1476,0.1432,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T13:00:00Z,2018
20,2018-06-19T14:00:00Z,HL,CMP 580,4.778,7.97,78.6,550,0.1296,0.1695,0.1623,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T14:00:00Z,2018
21,2018-06-19T15:00:00Z,HL,CMP 581,4.873,8.01,80.1,570,0.1288,0.1736,0.1654,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T15:00:00Z,2018
22,2018-06-19T16:00:00Z,HL,CMP 582,4.951,8.09,79.3,490,0.1299,0.1708,0.1606,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T16:00:00Z,2018
23,2018-06-19T17:00:00Z,HL,CMP 583,4.948,8,61,590,0.1294,0.1684,0.1603,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T17:00:00Z,2018
24,2018-06-19T18:00:00Z,HL,CMP 584,4.831,7.92,64.1,570,0.1298,0.1677,0.161,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T18:00:00Z,2018
1,2018-06-19T18:15:00Z,PT,CMP 585,4.452,7.94,102,540,0.1312,0.18,0.1706,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T18:15:00Z,2018
2,2018-06-19T19:15:00Z,PT,CMP 586,4.401,8,81.8,590,0.131,0.1761,0.1674,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T19:15:00Z,2018
3,2018-06-19T20:15:00Z,PT,CMP 587,4.292,8.06,86.5,580,0.129,0.1747,0.1658,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T20:15:00Z,2018
4,2018-06-19T21:15:00Z,PT,CMP 588,4.25,8.08,85.1,620,0.1294,0.178,0.1696,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T21:15:00Z,2018
5,2018-06-19T22:15:00Z,PT,CMP 589,4.15,8.23,72.4,510,0.1299,0.1728,0.1645,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T22:15:00Z,2018
6,2018-06-19T23:15:00Z,PT,CMP 590,4.153,8.05,93.2,600,0.1278,0.1797,0.17,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T23:15:00Z,2018
7,2018-06-20T00:15:00Z,PT,CMP 591,4.444,8.03,154,510,0.1312,0.2007,0.1893,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T00:15:00Z,2018
8,2018-06-20T01:15:00Z,PT,CMP 592,4.491,8.02,149,610,0.1308,0.1982,0.1877,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T01:15:00Z,2018
9,2018-06-20T02:15:00Z,PT,CMP 593,4.659,8.03,174,505,0.1283,0.2016,0.1894,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T02:15:00Z,2018
10,2018-06-20T03:15:00Z,PT,CMP 594,4.849,8.03,146,505,0.1292,0.192,0.1821,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T03:15:00Z,2018
11,2018-06-20T04:15:00Z,PT,CMP 595,4.899,8.14,125,520,0.128,0.1856,0.176,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T04:15:00Z,2018
12,2018-06-20T05:15:00Z,PT,CMP 596,4.929,8.09,119,510,0.1291,0.1864,0.1772,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T05:15:00Z,2018
13,2018-06-20T06:15:00Z,PT,CMP 597,4.835,8.07,70.8,480,0.1281,0.1628,0.1565,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T06:15:00Z,2018
14,2018-06-19T07:15:00Z,PT,CMP 598,4.625,8.05,76,505,0.1271,0.1662,0.1593,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T07:15:00Z,2018
15,2018-06-19T08:15:00Z,PT,CMP 599,4.547,8.07,96.2,525,0.1287,0.1769,0.1681,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T08:15:00Z,2018
16,2018-06-19T09:15:00Z,PT,CMP 600,4.479,8.02,81.7,465,0.1287,0.1668,0.161,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T09:15:00Z,2018
17,2018-06-19T10:15:00Z,PT,CMP 601,4.512,8.17,150,350,0.1316,0.186,0.1778,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T10:15:00Z,2018
18,2018-06-19T11:15:00Z,PT,CMP 602,4.487,8.01,116,780,0.1312,0.2136,0.202,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T11:15:00Z,2018
19,2018-06-19T12:15:00Z,PT,CMP 603,4.56,8.05,78.7,785,0.1312,0.1878,0.1793,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T12:15:00Z,2018
20,2018-06-19T13:15:00Z,PT,CMP 604,4.63,7.96,89.7,510,0.1253,0.1483,0.1445,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T13:15:00Z,2018
21,2018-06-19T14:15:00Z,PT,CMP 605,4.754,7.99,95.3,770,0.1246,0.1793,0.1706,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T14:15:00Z,2018
22,2018-06-19T15:15:00Z,PT,CMP 606,4.832,8.07,100,505,0.1251,0.1712,0.1648,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T15:15:00Z,2018
23,2018-06-19T16:15:00Z,PT,CMP 607,4.826,7.98,102,795,0.1263,0.2022,0.1923,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T16:15:00Z,2018
24,2018-06-19T17:15:00Z,PT,CMP 608,4.708,7.96,75.2,780,0.1245,0.1793,0.171,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T17:15:00Z,2018
1,2018-07-10T22:45:00Z,FM,CMP 609,8.302,7.89,50,485,0.127,0.1598,0.1526,NA,LF,CN,12.4,NA,1.54,NA,0.73,NA,0,NA,0.228,NA,0.204,NA,2018-07-10T22:45:00Z,2018
2,2018-07-10T23:45:00Z,FM,CMP 610,7.92,7.91,21.9,440,0.127,0.1533,0.1466,NA,LF,CN,13.5,NA,1.8,1.76,1.12,NA,0.01,NA,0.328,NA,0.311,NA,2018-07-10T23:45:00Z,2018
3,2018-07-11T00:45:00Z,FM,CMP 611,7.728,8,39.8,450,0.1253,0.1505,0.1439,NA,LF,CN,15,NA,1.98,NA,1.33,NA,0,NA,0.415,NA,0.394,NA,2018-07-11T00:45:00Z,2018
4,2018-07-11T01:45:00Z,FM,CMP 612,7.671,8.05,24.5,435,0.1274,0.1684,0.1601,NA,LF,CN,14.7,NA,2.1,NA,1.29,NA,0.02,NA,0.499,NA,0.465,NA,2018-07-11T01:45:00Z,2018
5,2018-07-11T02:45:00Z,FM,CMP 613,8.274,8.05,19.2,465,0.1266,0.1587,0.1519,NA,LF,CN,12.5,NA,1.71,NA,1.09,NA,0,NA,0.327,NA,0.304,NA,2018-07-11T02:45:00Z,2018
6,2018-07-11T03:45:00Z,FM,CMP 614,8.096,8.06,46.3,425,0.1243,0.1514,0.1454,NA,LF,CN,12.5,NA,1.8,NA,1.19,NA,0.03,NA,0.389,NA,0.356,NA,2018-07-11T03:45:00Z,2018
7,2018-07-11T04:45:00Z,FM,CMP 615,8.143,8.02,20.1,390,0.126,0.1579,0.1514,NA,LF,CN,12.5,NA,1.62,NA,1.01,NA,0.01,NA,0.292,NA,0.28,0.28,2018-07-11T04:45:00Z,2018
8,2018-07-11T05:45:00Z,FM,CMP 616,8.676,7.95,70.5,460,0.123,0.161,0.1526,NA,LF,CN,10.6,NA,1.2,NA,0.55,NA,0,NA,0.258,0.258,0.134,NA,2018-07-11T05:45:00Z,2018
9,2018-07-11T06:45:00Z,FM,CMP 617,9.965,7.99,85.2,825,0.1252,0.1706,0.1616,NA,LF,CN,8.7,NA,1.28,NA,0.68,0.69,0.07,0.07,0.212,NA,0.183,NA,2018-07-11T06:45:00Z,2018
10,2018-07-10T07:45:00Z,FM,CMP 618,11.4,7.94,105,460,0.1263,0.1819,0.1708,NA,LF,CN,6.6,6.9,1.06,NA,0.51,NA,0.02,NA,0.182,NA,0.115,NA,2018-07-10T07:45:00Z,2018
11,2018-07-10T08:45:00Z,FM,CMP 619,11.37,7.94,43.1,490,0.1273,0.1603,0.1539,NA,LF,CN,6.5,NA,1.03,NA,0.49,NA,0.02,NA,0.119,NA,0.109,NA,2018-07-10T08:45:00Z,2018
12,2018-07-10T09:45:00Z,FM,CMP 620,11.12,7.93,131,490,0.1241,0.1956,0.1825,NA,LF,CN,6.8,NA,1.16,NA,0.51,NA,0.05,NA,0.182,NA,0.128,NA,2018-07-10T09:45:00Z,2018
13,2018-07-10T10:45:00Z,FM,CMP 621,9.009,7.91,436,475,0.1274,0.2795,0.2505,NA,LF,CN,10.3,NA,1.57,NA,0.73,NA,0.03,NA,0.327,NA,0.217,NA,2018-07-10T10:45:00Z,2018
14,2018-07-10T11:45:00Z,FM,CMP 622,7.359,7.92,158,410,0.1252,0.1894,0.1764,NA,LF,CN,12.1,NA,1.59,1.51,0.87,NA,0.02,NA,0.364,NA,0.262,NA,2018-07-10T11:45:00Z,2018
15,2018-07-10T12:45:00Z,FM,CMP 623,8.386,7.89,75.2,440,0.1246,0.1703,0.1608,NA,LF,CN,13.7,NA,1.82,NA,0.98,NA,0.11,NA,0.334,NA,0.305,NA,2018-07-10T12:45:00Z,2018
16,2018-07-10T13:45:00Z,FM,CMP 624,8.405,7.86,84.9,350,0.1267,0.1619,0.1544,NA,LF,CN,15.2,NA,1.71,NA,0.96,NA,0.02,NA,0.349,NA,0.328,0.325,2018-07-10T13:45:00Z,2018
17,2018-07-10T14:45:00Z,FM,CMP 625,8.482,7.83,84.6,430,0.1256,0.1585,0.1519,NA,LF,CN,15.2,NA,1.86,1.84,0.89,NA,0,NA,0.379,0.379,0.338,NA,2018-07-10T14:45:00Z,2018
18,2018-07-10T15:45:00Z,FM,CMP 626,8.755,7.85,133,350,0.1251,0.1686,0.1594,NA,LF,CN,16.9,NA,1.79,NA,0.81,0.81,0,0,0.395,NA,0.337,NA,2018-07-10T15:45:00Z,2018
19,2018-07-10T16:45:00Z,FM,CMP 627,8.766,7.86,207,430,0.1274,0.2025,0.1881,NA,LF,CN,17.9,NA,1.84,NA,0.8,NA,0.01,NA,0.465,NA,0.347,NA,2018-07-10T16:45:00Z,2018
20,2018-07-10T17:45:00Z,FM,CMP 628,7.846,8.06,254,360,0.1265,0.2071,0.1929,NA,LF,CN,13.5,13.5,2.42,NA,1.35,NA,0.09,NA,0.661,NA,0.491,NA,2018-07-10T17:45:00Z,2018
21,2018-07-10T18:45:00Z,FM,CMP 629,7.633,8.07,129,420,0.1265,0.1832,0.173,NA,LF,CN,12.3,NA,2.12,NA,1.38,NA,0.08,NA,0.488,NA,0.414,NA,2018-07-10T18:45:00Z,2018
22,2018-07-10T19:45:00Z,FM,CMP 630,8.585,7.92,238,370,0.1293,0.1808,0.17,NA,LF,CN,14,NA,1.93,NA,0.83,NA,0.02,NA,0.473,NA,0.278,NA,2018-07-10T19:45:00Z,2018
23,2018-07-10T20:45:00Z,FM,CMP 631,8.935,7.8,260,445,0.1275,0.2325,0.2129,NA,LF,CN,12.3,NA,1.34,1.38,0.51,NA,0.02,NA,0.349,NA,0.161,NA,2018-07-10T20:45:00Z,2018
24,2018-07-10T21:45:00Z,FM,CMP 632,9.182,7.75,103,430,0.1244,0.1791,0.168,NA,LF,CN,11.5,NA,1.13,NA,0.42,NA,0,NA,0.182,NA,0.125,NA,2018-07-10T21:45:00Z,2018
1,2018-07-10T22:00:00Z,SD,CMP 633,8.027,7.94,29.9,390,0.1256,0.1433,0.1391,NA,LF,CN,12.8,NA,1.97,NA,1.05,NA,0,NA,0.427,NA,0.375,0.373,2018-07-10T22:00:00Z,2018
2,2018-07-10T23:00:00Z,SD,CMP 634,8.555,8.01,72.1,400,0.1239,0.1562,0.1495,NA,LF,CN,13.4,NA,1.63,NA,1.03,NA,0.04,NA,0.367,0.367,0.287,NA,2018-07-10T23:00:00Z,2018
3,2018-07-11T00:00:00Z,SD,CMP 635,8.046,8.11,52.1,180,0.1271,0.1376,0.1356,NA,LF,CN,14.7,NA,1.97,NA,1.24,1.16,0.08,0.07,0.391,NA,0.373,NA,2018-07-11T00:00:00Z,2018
4,2018-07-11T01:00:00Z,SD,CMP 636,7.987,8.11,62.1,490,0.1261,0.1449,0.1407,NA,LF,CN,14.3,NA,2.27,NA,1.3,NA,0.06,NA,0.414,NA,0.399,NA,2018-07-11T01:00:00Z,2018
5,2018-07-11T02:00:00Z,SD,CMP 637,7.77,8.13,78.6,450,0.125,0.1477,0.1417,NA,LF,CN,13.7,NA,2.1,NA,1.28,NA,0.07,NA,0.487,NA,0.465,NA,2018-07-11T02:00:00Z,2018
6,2018-07-11T03:00:00Z,SD,CMP 638,7.472,8.12,101,440,0.1265,0.1538,0.1488,NA,LF,CN,14.9,NA,2.05,NA,1.35,NA,0.07,NA,0.416,NA,0.407,NA,2018-07-11T03:00:00Z,2018
7,2018-07-11T04:00:00Z,SD,CMP 639,8.384,8.09,119,410,0.1257,0.1756,0.1662,NA,LF,CN,13.6,NA,1.92,NA,1.15,NA,0.08,NA,0.379,NA,0.331,NA,2018-07-11T04:00:00Z,2018
8,2018-07-11T05:00:00Z,SD,CMP 640,8.985,8.08,173,440,0.1254,0.1915,0.1781,NA,LF,CN,11.9,11.7,1.66,1.6,0.92,NA,0.13,NA,0.349,NA,0.265,NA,2018-07-11T05:00:00Z,2018
9,2018-07-11T06:00:00Z,SD,CMP 641,9.702,8.04,101,410,0.1303,0.1696,0.1624,NA,LF,CN,10.4,NA,1.49,NA,0.8,NA,0.07,NA,0.238,NA,0.215,NA,2018-07-11T06:00:00Z,2018
10,2018-07-10T07:00:00Z,SD,CMP 642,10.3,8.03,52.9,440,0.1272,0.1606,0.1538,NA,LF,CN,9.1,NA,1.29,NA,0.7,NA,0.07,NA,0.195,NA,0.184,0.183,2018-07-10T07:00:00Z,2018
11,2018-07-10T08:00:00Z,SD,CMP 643,10.71,8,42.5,480,0.1266,0.1561,0.1497,NA,LF,CN,8.2,NA,1.2,NA,0.59,NA,0.06,NA,0.171,0.171,0.153,NA,2018-07-10T08:00:00Z,2018
12,2018-07-10T09:00:00Z,SD,CMP 644,10.78,7.99,39.3,450,0.1281,0.1745,0.1651,NA,LF,CN,7.4,NA,1.29,NA,0.57,0.57,0.04,0.04,0.151,NA,0.145,NA,2018-07-10T09:00:00Z,2018
13,2018-07-10T10:00:00Z,SD,CMP 645,9.485,8.02,35,380,0.1243,0.1443,0.1399,NA,LF,CN,9.6,NA,1.49,NA,0.85,NA,0.09,NA,0.28,NA,0.256,NA,2018-07-10T10:00:00Z,2018
14,2018-07-10T11:00:00Z,SD,CMP 646,8.816,8.06,42.9,440,0.1264,0.1506,0.1458,NA,LF,CN,10.9,NA,1.66,NA,1,NA,0.09,NA,0.327,NA,0.316,NA,2018-07-10T11:00:00Z,2018
15,2018-07-10T12:00:00Z,SD,CMP 647,8.139,8.07,57.8,480,0.128,0.1613,0.1545,NA,LF,CN,12.1,NA,1.79,NA,1.12,NA,0.08,NA,0.373,NA,0.356,NA,2018-07-10T12:00:00Z,2018
16,2018-07-10T13:00:00Z,SD,CMP 648,7.773,8.05,58.8,450,0.1275,0.1579,0.1509,NA,LF,CN,13.1,NA,1.8,NA,1.17,NA,0.08,NA,0.439,NA,0.403,NA,2018-07-10T13:00:00Z,2018
17,2018-07-10T14:00:00Z,SD,CMP 649,7.717,8.06,65.4,400,0.1254,0.1489,0.144,NA,LF,CN,14.1,NA,1.93,1.92,1.19,NA,0.08,NA,0.425,NA,0.419,NA,2018-07-10T14:00:00Z,2018
18,2018-07-10T15:00:00Z,SD,CMP 650,7.61,8.04,85.8,380,0.1273,0.1719,0.1625,NA,LF,CN,14.1,14,1.84,NA,1.04,NA,0.09,NA,0.465,NA,0.436,NA,2018-07-10T15:00:00Z,2018
19,2018-07-10T16:00:00Z,SD,CMP 651,7.755,8.01,111,430,0.1251,0.1729,0.1625,NA,LF,CN,15.1,NA,1.69,NA,0.87,NA,0.06,NA,0.488,NA,0.42,0.436,2018-07-10T16:00:00Z,2018
20,2018-07-10T17:00:00Z,SD,CMP 652,7.887,7.99,132,370,0.1255,0.1628,0.1554,NA,LF,CN,15.1,NA,1.76,NA,0.81,NA,0.06,NA,0.684,0.684,0.416,NA,2018-07-10T17:00:00Z,2018
21,2018-07-10T18:00:00Z,SD,CMP 653,7.576,8.04,366,360,0.1276,0.2304,0.2118,NA,LF,CN,14,NA,2.54,NA,1.63,1.62,0.05,0.05,0.844,NA,0.489,NA,2018-07-10T18:00:00Z,2018
22,2018-07-10T19:00:00Z,SD,CMP 654,8.127,8.05,182,435,0.1282,0.2021,0.1879,NA,LF,CN,13.8,NA,2.28,NA,1.36,NA,0.09,NA,0.512,NA,0.396,NA,2018-07-10T19:00:00Z,2018
23,2018-07-10T20:00:00Z,SD,CMP 655,8.676,8.04,198,470,0.1174,0.204,0.1882,NA,LF,CN,11.9,NA,1.83,NA,1.1,NA,0.09,NA,0.465,NA,0.326,NA,2018-07-10T20:00:00Z,2018
24,2018-07-10T21:00:00Z,SD,CMP 656,9.16,8.03,123,420,0.1182,0.1835,0.1734,NA,LF,CN,11.2,NA,1.56,NA,0.95,NA,0.1,NA,0.319,NA,0.283,NA,2018-07-10T21:00:00Z,2018
1,2018-07-10T20:15:00Z,HL,CMP 657,7.001,8.14,53.2,300,0.1144,0.1618,0.1546,NA,LF,CN,14.5,NA,2.57,NA,1.98,NA,0,NA,0.547889285,NA,0.521,NA,2018-07-10T20:15:00Z,2018
2,2018-07-10T21:15:00Z,HL,CMP 658,7.145,8.14,59.7,440,0.1158,0.1563,0.1497,NA,LF,CN,14.9,NA,2.49,2.49,1.86,NA,0,NA,0.5246735,NA,0.521,NA,2018-07-10T21:15:00Z,2018
3,2018-07-10T22:15:00Z,HL,CMP 659,7.06,8.11,47.3,480,0.1182,0.1557,0.1499,NA,LF,CN,15,NA,2.54,NA,1.68,NA,0,NA,0.541691959,NA,0.496,NA,2018-07-10T22:15:00Z,2018
4,2018-07-10T23:15:00Z,HL,CMP 660,6.896,8.16,43.7,480,0.1273,0.1558,0.1503,NA,LF,CN,15.1,14.9,2.68,NA,2.11,NA,0.04,NA,0.589843942,NA,0.545,NA,2018-07-10T23:15:00Z,2018
5,2018-07-11T00:15:00Z,HL,CMP 661,6.654,8.13,40.8,470,0.1129,0.1522,0.1464,NA,LF,CN,15.8,NA,3.09,NA,2.32,2.32,0.03,NA,0.641412125,0.652,0.594,NA,2018-07-11T00:15:00Z,2018
6,2018-07-11T01:15:00Z,HL,CMP 662,6.528,7.89,44.9,500,0.1073,0.1456,0.1407,NA,LF,CN,16.6,NA,2.85,NA,2.09,2.09,0.03,0.02,0.646115974,NA,0.646,NA,2018-07-11T01:15:00Z,2018
